102		0		UBERON_0006849 		PATO_0000117 			
102		0		UBERON_0010904 					
96		1		UBERON_0018355 		PATO_0000467 			
96		1		UBERON_0018355 					
96		0		UBERON_0018355 		PATO_0000462 			
96		0		UBERON_0018355 					
49		1				PATO_0000467 			
49		1				PATO_0000467 			
49		0				PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
49		0				PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
8		1		UBERON_3000677 		PATO_0000467 			
8		1		UBERON_3000492 		PATO_0000467 			
8		1		UBERON_3000493 					
8		1		UBERON_3000509 					
8		1		UBERON_3000512 					
8		1		UBERON_3000644 					
8		1		UBERON_3000650 					
8		1		UBERON_3000655 					
8		1		UBERON_3000656 					
8		1		UBERON_3000662 					
8		1		UBERON_3000687 					
8		1		UBERON_3010824 					
8		1		UBERON_3000492 and (BFO_0000053 some null) 		PATO_0000467 			
8		1		UBERON_3000493 and (BFO_0000053 some null) 					
8		1		UBERON_3000509 and (BFO_0000053 some null) 					
8		1		UBERON_3000512 and (BFO_0000053 some null) 					
8		1		UBERON_3000644 and (BFO_0000053 some null) 					
8		1		UBERON_3000650 and (BFO_0000053 some null) 					
8		1		UBERON_3000655 and (BFO_0000053 some null) 					
8		1		UBERON_3000656 and (BFO_0000053 some null) 					
8		1		UBERON_3000662 and (BFO_0000053 some null) 					
8		1		UBERON_3000687 and (BFO_0000053 some null) 					
8		1		UBERON_3010824 and (BFO_0000053 some null) 					
8		1		UBERON_3000677 		PATO_0000070 			
8		0		BSPO_0000084 and (BFO_0000050 some UBERON_0004529) 		PATO_0000462 			
8		0		BSPO_0000084 and (BFO_0000050 some UBERON_0004529) 		PATO_0000467 			
14		0		UBERON_0004744 and (BFO_0000050 some UBERON_0000062) 		PATO_0000467 			
14		0		UBERON_2001805 and (BFO_0000050 some UBERON_0000062) 					
14		0		UBERON_0000062 		PATO_0000467 			
14		1		UBERON_0004744 		PATO_0000642 		UBERON_0011637 	
14		1		UBERON_2001805 					
133		1		UBERON_0006964 		PATO_0000467 			
133		1		UBERON_0002037 		PATO_0000467 			
133		1		UBERON_0006964 and (BFO_0000053 some PATO_0001997) 		PATO_0000467 			
133		1		UBERON_0002198 and (BFO_0000053 some PATO_0000586) 		PATO_0000467 			
133		1				PATO_0000587 			
133		1				PATO_0000587 			
133		0		UBERON_0006964 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
133		0		UBERON_0002037 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
133		0		UBERON_0006964 and (BFO_0000053 some PATO_0001997) 		PATO_0000462 			
133		0		UBERON_0002198 and (BFO_0000053 some PATO_0000586) 		PATO_0000462 			
133		0				PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0000587) 			
133		0				PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0000587) 			
118		1		UBERON_0018352 		PATO_0000467 			
118		1		UBERON_0018352 					
118		0		UBERON_0018352 		PATO_0000462 			
118		0		UBERON_0018352 					
87		0		UBERONTEMP_46dcc2cd-1967-4492-b759-16a89a8c15cb 		PATO_0000467 			
87		0		UBERONTEMP_46dcc2cd-1967-4492-b759-16a89a8c15cb 					
87		1		UBERONTEMP_46dcc2cd-1967-4492-b759-16a89a8c15cb 		PATO_0000462 			
87		1		UBERONTEMP_46dcc2cd-1967-4492-b759-16a89a8c15cb 					
177		0		UBERON_0018273 		PATO_0000467 			
177		0		UBERON_0018273 					
177		1		UBERON_0018273 		PATO_0000462 			
177		1		UBERON_0018273 					
136		1		UBERON_0002355 		PATO_0000608 			
136		1		UBERON_0018326 		PATO_0000608 			
136		1		UBERON_0018326 					
136		0		UBERON_0002355 		PATO_0000610 			
136		0		UBERON_0018326 		PATO_0000610 			
136		0		UBERON_0018326 					
71		2		UBERON_3000190 and (BFO_0000050 some UBERON_0000451) 					
71		2		UBERON_3000190 and (BFO_0000050 some UBERON_0010750) 					
71		2		UBERON_3000190 and (BFO_0000050 some UBERON_3010146) 					
71		2		UBERON_3000190 and (BFO_0000050 some UBERON_0001682) 					
71		2		UBERON_3000190 		PATO_0000467 			
71		2		UBERON_3000190 		PATO_0000467 			
71		2		UBERON_3000190 		PATO_0000467 			
71		1		BSPO_0000083 		PATO_0000467 			
71		1		UBERON_3000190 		PATO_0000467 			
71		1		BSPO_0000083 and (BFO_0000050 some UBERON_3000190) 					
71		0		UBERON_3000190 		PATO_0000462 			
66		1		UBERON_0011662 and (BFO_0000053 some PATO_0002126) 		PATO_0000467 			
66		0		UBERON_0011662 and (BFO_0000053 some PATO_0002126) 		PATO_0000462 			
91		1		UBERON_0001682 		PATO_0000642 		UBERON_0006720 	
91		1						UBERON_0010389 	
91		0		UBERON_0000062 		PATO_0000467 			
130		0		UBERON_0018357 and (BSPO_0000099 some UBERON_2001967) 		PATO_0001227 			
130		0		UBERON_0018357 and (BSPO_0000099 some UBERON_2001967) 					
130		0		UBERON_0018357 and (BSPO_0000099 some UBERON_2001967) 		PATO_0000467 			
130		0		UBERON_0018357 and (BSPO_0000099 some UBERON_2001967) 					
130		0							
130		1		UBERON_0008915 and (BFO_0000053 some null) 		PATO_0000467 			
130		1		UBERON_0018357 and (BSPO_0000099 some UBERON_2001967) 		PATOTEMP_84f4e356-7c38-4736-9c6f-0dbd4a11f407 			
130		1		UBERON_0018357 and (BSPO_0000099 some UBERON_2001967) 					
167		1		UBERON_0002355 and (BFO_0000050 some UBERON_0003097) and (BFO_0000053 some PATOTEMP_499c1f37-c1fe-456a-86be-ce5f94a44782) 		PATO_0000467 			
167		0		UBERON_0002355 and (BFO_0000050 some UBERON_0003097) and (BFO_0000053 some PATOTEMP_499c1f37-c1fe-456a-86be-ce5f94a44782) 		PATO_0000462 			
4		1		null and (BFO_0000050 some UBERON_0001095) 		PATO_0000569 			
4		0		null and (BFO_0000050 some UBERON_0001095) 		PATO_0000569 			
64		1		UBERONTEMP_2ce13942-7494-4362-88e4-998b6b265619 		PATO_0000467 			
64		1		UBERONTEMP_2ce13942-7494-4362-88e4-998b6b265619 					
64		0		UBERONTEMP_2ce13942-7494-4362-88e4-998b6b265619 		PATO_0000462 			
64		0		UBERONTEMP_2ce13942-7494-4362-88e4-998b6b265619 					
88		1		UBERON_0001324 		PATO_0000462 			
88		1		BSPO_0000079 and (BFO_0000050 some UBERON_0001383) 		PATO_0000467 			
88		0		UBERON_0001324 		PATO_0000467 			
198		1		UBERON_0018312 		PATO_0000467 			
198		1		UBERON_0018312 					
198		1		UBERON_0000014 		PATO_0000467 			
198		1		UBERON_0000014 		PATO_0000467 			
198		1		UBERON_0000014 and (BFO_0000053 some PATO_0000591) 		PATO_0000467 			
198		0		UBERON_0018312 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
198		0		UBERON_0018312 					
198		0		UBERON_0000014 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
198		0		UBERON_0000014 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
198		0		UBERON_0000014 and (BFO_0000053 some PATO_0000591) 		PATO_0000462 			
119		1				PATO_0000467 			
119		1		BSPO_0000079 and (BFO_0000050 some UBERON_0008260) 		PATO_0000467 			
119		1		UBERON_2002261 					
119		1		BSPO_0000071 		PATO_0000467 			
119		0				PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
119		0		BSPO_0000079 and (BFO_0000050 some UBERON_0008260) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
119		0		UBERON_2002261 					
119		0		BSPO_0000071 		PATO_0000462 			
129		1		UBERON_0000401 		PATO_0000467 			
129		1		UBERON_0018331 					
129		1		UBERON_0018331 					
129		1		UBERON_0001684 		PATO_0000467 			
129		1		UBERON_0000401 		PATO_0000467 			
129		1		UBERON_0000401 		PATO_0000467 			
129		1		UBERON_0001684 		PATO_0000467 			
129		1		UBERON_0018331 and (BFO_0000050 some UBERON_0000401) 		PATO_0000467 			
129		1		UBERON_0018331 and (BFO_0000050 some UBERON_0000401) 					
129		1		BSPO_0000072 		PATO_0000467 			
129		1		UBERON_0001684 		PATO_0002254 			
129		1		UBERON_0018331 and (BFO_0000050 some UBERON_0000401) 					
129		1		UBERON_0018331 and (BFO_0000050 some UBERON_0000401) 					
129		1		BSPO_0000072 					
129		0		UBERON_0000401 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0018331 					
129		0		UBERON_0018331 					
129		0		UBERON_0001684 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0000401 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0000401 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0001684 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0018331 and (BFO_0000050 some UBERON_0000401) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0018331 and (BFO_0000050 some UBERON_0000401) 					
129		0		BSPO_0000072 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
129		0		UBERON_0001684 		PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0002254) 			
61		0		UBERON_3000966 		PATO_0000467 			
61		1		UBERON_3000966 		PATO_0000462 			
181		2		UBERON_0018272 		PATO_0000467 			
181		2		UBERON_0018272 					
181		2		UBERON_0018295 		PATO_0000133 		UBERON_0018272 	
181		2		UBERON_0018295 				UBERON_0018272 	
181		1				PATO_0000467 			
181		1		UBERON_0018295 		PATO_0000133 			
181		1		UBERON_0018295 					
181		0		UBERON_0018295 		PATO_0000133 		UBERON_0018298 	
181		0		UBERON_0018295 		PATO_0000133 		UBERON_0018298 	
181		0				PATO_0000133 		UBERON_0018344 	
181		0						UBERON_0018344 	
181		0						UBERON_0018293 	
181		0						UBERON_0018293 	
181		0		UBERON_0018295 		PATO_0000467 			
181		0		UBERON_0018295 					
181		0		UBERON_0018295 		PATO_0000467 			
181		0		UBERON_0018295 					
181		0		UBERON_0018295 		PATO_0000467 			
181		0		UBERON_0018295 					
12		1		UBERON_0017164 and (BFO_0000050 some UBERON_0003100) 		PATO_0000467 			
12		1		UBERON_0017164 and (BFO_0000050 some UBERON_0003100) 					
12		0		UBERON_0017164 and (BFO_0000050 some UBERON_0003100) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
12		0		UBERON_0017164 and (BFO_0000050 some UBERON_0003100) 					
85		1		UBERON_0018340 		PATO_0000467 			
85		1		UBERON_0018340 					
85		1		UBERON_0010202 and (BFO_0000053 some PATOTEMP_1077a5a0-91fa-4b04-bf06-0ab12a965272) 		PATO_0000467 			
85		2		UBERON_0018340 		PATO_0000462 			
85		2		UBERON_0018340 					
85		0		UBERON_0018340 and (BFO_0000050 some UBERON_0018369) 		PATO_0000467 			
85		0		UBERON_0018340 and (BFO_0000050 some UBERON_0018369) 					
85		0		UBERON_0018340 and (BFO_0000050 some UBERON_0018369) 		PATO_0000467 			
85		0		UBERON_0018340 and (BFO_0000050 some UBERON_0018369) 					
149		1		UBERON_0001153 		PATO_0000467 			
149		0		UBERON_0001153 		PATO_0000462 			
11		1		BSPO_0000078 and (BFO_0000050 some UBERON_0000976) 		PATO_0001154 			
11		1		UBERON_0018371 and (BFO_0000050 some UBERON_0000976) 		PATO_0001154 			
11		1		UBERON_0018371 and (BFO_0000050 some UBERON_0000976) 					
11		1		UBERON_0004529 and (BFO_0000053 some PATO_0000599) 		PATO_0000467 			
11		0		BSPO_0000078 and (BFO_0000050 some UBERON_0000976) 		PATO_0000467 			
11		0		UBERON_0018371 and (BFO_0000050 some UBERON_0000976) 		PATO_0000467 			
11		0		UBERON_0018371 and (BFO_0000050 some UBERON_0000976) 					
163		0		UBERON_0018342 		PATO_0000467 			
163		0		UBERON_0018342 					
163		1		UBERON_0018342 		PATO_0000462 			
163		1		UBERON_0018342 					
35		0		UBERON_0018300 		PATO_0000467 			
35		0		UBERON_0018300 					
35		1		UBERON_0018300 		PATO_0000462 			
35		1		UBERON_0018300 					
30		1		UBERON_2000422 and (BFO_0000050 some UBERON_0004744) 		PATO_0000467 			
30		1		UBERON_3000543 					
30		1		UBERON_2000422 and (BFO_0000050 some (null and (BFO_0000050 some UBERON_2000610))) 					
30		1		UBERON_0004529 		PATO_0000467 			
30		1		UBERON_0004529 and (BFO_0000050 some UBERON_0004744) 					
30		1		UBERON_0004529 and (BFO_0000050 some (null and (BFO_0000050 some UBERON_2000610))) 					
30		1		UBERON_0004744 		PATO_0000467 			
30		1		UBERON_0004744 and (BFO_0000050 some (null and (BFO_0000050 some UBERON_2000610))) 					
30		1		UBERON_2000610 and (BFO_0000053 some null) 		PATO_0000467 			
30		1		UBERONTEMP_f5082db7-70f4-44be-a15b-329301005f0c and (BFO_0000053 some null) 					
30		1		UBERONTEMP_f5082db7-70f4-44be-a15b-329301005f0c and (BFO_0000053 some null) 					
30		0		UBERON_2000422 and (BFO_0000050 some UBERON_0004744) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
30		0		UBERON_3000543 					
30		0		UBERON_2000422 and (BFO_0000050 some (null and (BFO_0000050 some UBERON_2000610))) 					
30		0		UBERON_0004529 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
30		0		UBERON_0004529 and (BFO_0000050 some UBERON_0004744) 					
30		0		UBERON_0004529 and (BFO_0000050 some (null and (BFO_0000050 some UBERON_2000610))) 					
30		0		UBERON_0004744 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
30		0		UBERON_0004744 and (BFO_0000050 some (null and (BFO_0000050 some UBERON_2000610))) 					
30		0		UBERON_2000610 and (BFO_0000053 some null) 		PATO_0000462 			
30		0		UBERONTEMP_f5082db7-70f4-44be-a15b-329301005f0c and (BFO_0000053 some null) 					
30		0		UBERONTEMP_f5082db7-70f4-44be-a15b-329301005f0c and (BFO_0000053 some null) 					
131		1		UBERON_4200105 					
131		1		UBERONTEMP_0adc11c0-4876-4ea5-ad1f-a45afb90615a 		PATO_0000467 			
131		1		UBERONTEMP_0adc11c0-4876-4ea5-ad1f-a45afb90615a 					
131		0							
131		0		UBERON_4200105 		PATO_0000467 			
33		4		UBERON_0004649 		PATO_0000462 			
33		1		BSPO_0000050 and (BFO_0000050 some UBERON_0004529) 		PATO_0000467 			
33		1		UBERON_0004649 		PATO_0000467 			
33		1		BSPO_0000050 and (BFO_0000050 some UBERON_0004529) and (BFO_0000053 some null) 		PATO_0000467 			
33		2		BSPO_0000050 and (BFO_0000050 some UBERON_0004649) 		PATOTEMP_22a6171a-d202-4f19-baa9-e90d18079c0f 			
33		2		BSPO_0000028 and (BFO_0000050 some UBERON_0004649) 		PATOTEMP_22a6171a-d202-4f19-baa9-e90d18079c0f 			
33		2		BSPO_0000050 and (BFO_0000053 some PATO_0000463) 		PATO_0000467 			
33		2		BSPO_0000028 and (BFO_0000053 some PATO_0000463) 		PATO_0000467 			
33		3		UBERON_0004649 		PATO_0000588 			
33		0		BSPO_0000029 and (BFO_0000050 some UBERON_0004649) 		PATO_0002391 			
33		0		UBERON_0004649 and (BFO_0000050 some UBERON_3000672) 		PATO_0002391 			
33		0		BSPO_0000029 and (BFO_0000053 some PATO_0000463) 		PATO_0000467 			
33		0		UBERON_3000672 and (BFO_0000053 some PATO_0000463) 		PATO_0000467 			
127		2				PATO_0001608 			
127		2		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 		PATO_0000467 			
127		2		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 					
127		0		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 		PATO_0000467 			
127		0		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 					
127		0		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 		PATO_0000467 			
127		0		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 					
127		1		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 		PATO_0002272 		UBERON_0002244 	
127		1		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 					
127		1		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 		PATO_0002272 		UBERON_0002397 	
127		1		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 					
127		1		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 		PATOTEMP_b1843d7f-65ff-47bf-97bd-a26c947056dc 			
127		1		UBERONTEMP_36313895-f75e-421c-9022-8397d0be3b8f 					
182		0		UBERON_0018267 		PATO_0000462 			
182		0		UBERON_0018267 					
182		1				PATO_0001495 			
182		2		UBERON_0018267 					
182		2		UBERON_0018267 					
113		1		UBERON_0018292 					
113		1		UBERON_0018292 					
113		1		UBERON_0001062 and (BFO_0000050 some UBERON_0018292) 					
113		1		UBERON_0001062 and (BFO_0000050 some UBERON_0018292) 					
113		0		UBERON_0018292 					
113		0		UBERON_0018292 					
113		0		UBERON_0001062 and (BFO_0000050 some UBERON_0018292) 					
113		0		UBERON_0001062 and (BFO_0000050 some UBERON_0018292) 					
158		1		UBERONTEMP_9c62cfa9-9824-4234-9497-92de96c06c6d and (BFO_0000050 some UBERON_0003101) 		PATO_0000467 			
158		1		UBERONTEMP_9c62cfa9-9824-4234-9497-92de96c06c6d and (BFO_0000050 some UBERON_0003101) 					
158		0		UBERONTEMP_9c62cfa9-9824-4234-9497-92de96c06c6d and (BFO_0000050 some UBERON_0003101) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
158		0		UBERONTEMP_9c62cfa9-9824-4234-9497-92de96c06c6d and (BFO_0000050 some UBERON_0003101) 					
183		1		UBERONTEMP_2e96fd5c-b044-4a59-a92a-e0f782541f91 		PATO_0000586 			
183		1		UBERONTEMP_2e96fd5c-b044-4a59-a92a-e0f782541f91 		PATO_0001602 			
183		0		UBERONTEMP_2e96fd5c-b044-4a59-a92a-e0f782541f91 		PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0000586) 			
183		0		UBERONTEMP_2e96fd5c-b044-4a59-a92a-e0f782541f91 					
183		0		UBERONTEMP_2e96fd5c-b044-4a59-a92a-e0f782541f91 		PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0001602) 			
183		0		UBERONTEMP_2e96fd5c-b044-4a59-a92a-e0f782541f91 					
179		1		UBERON_0018291 and (BFO_0000053 some PATO_0000070) 		PATO_0000467 			
179		1		UBERON_0018291 and (BFO_0000053 some PATO_0000070) 					
179		0		UBERON_0018291 and (BFO_0000053 some PATO_0000070) 		PATO_0000462 			
179		0		UBERON_0018291 and (BFO_0000053 some PATO_0000070) 					
5		1		UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7 		PATO_0000467 			
5		1		UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5f and (BFO_0000053 some (PATO_0000467 and (BFO_0000050 some UBERON_0001846))) 		PATO_0000467 			
5		1		UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5f and (BFO_0000053 some (PATO_0000467 and (BFO_0000050 some UBERON_0001846))) 					
5		2		UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5f and (BFO_0000053 some (PATO_0000467 and (BFO_0000050 some UBERON_0001846))) 		PATO_0000070 			
5		2		UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5f and (BFO_0000053 some (PATO_0000467 and (BFO_0000050 some UBERON_0001846))) 					
5		0		UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6 and (BFO_0000053 some null) 		PATO_0000467 			
5		0		UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6 and (BFO_0000053 some null) 					
5		0		UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7 		PATO_0000467 			
65		2		UBERON_0001533 		PATO_0000467 			
65		2		UBERON_0001533 		PATO_0000467 			
65		2		UBERON_3010218 		PATO_0000467 			
65		0		UBERON_0001533 		PATO_0000467 			
65		0		UBERON_0001533 		PATO_0000467 			
65		0		UBERON_0001533 		PATO_0000467 			
65		0		UBERON_0003121 and (BFO_0000053 some PATO_0000366) 		PATO_0000467 			
65		1		UBERON_0001533 		PATO_0000467 			
98		2		UBERON_2002283 and (BFO_0000050 some UBERON_4000164) 		PATO_0000467 			
98		0		UBERON_2002283 and (BFO_0000050 some UBERON_4000164) 		BSPO_0000098 		UBERON_0010202 	
98		1		UBERON_0010202 and (BFO_0000053 some PATOTEMP_1077a5a0-91fa-4b04-bf06-0ab12a965272) 		PATO_0000140 			
22		0		UBERON_2000356 		PATO_0000122 and increased_in_magnitude_relative_to some (PATO_0000921 and BFO_0000052 some (UBERON_2000356)) 			
22		1		UBERON_2000356 		PATO_0000921 and increased_in_magnitude_relative_to some (PATO_0000122 and BFO_0000052 some (UBERON_2000356)) 			
7		1		BSPO_0000061 and (BFO_0000050 some UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526) 		PATO_0000467 			
7		1		BSPO_0000061 and (BFO_0000050 some UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526) 					
7		1		BSPO_0000061 and (BFO_0000050 some UBERON_0000329) 					
7		1		BSPO_0000061 and (BFO_0000050 some UBERON_0002073) 					
7		1		BSPO_0000061 and (BFO_0000050 some UBERON_0002074) 					
7		1		BSPO_0000061 and (BFO_0000050 some UBERON_0005184) 					
7		1		BSPO_0000061 and (BFO_0000050 some UBERON_0011901) 					
7		1		BSPO_0000061 and (BFO_0000050 some UBERON_0011931) 					
7		0		BSPO_0000061 and (BFO_0000050 some UBERON_0000329) 					
7		0		BSPO_0000061 and (BFO_0000050 some UBERON_0002073) 					
7		0		BSPO_0000061 and (BFO_0000050 some UBERON_0002074) 					
7		0		BSPO_0000061 and (BFO_0000050 some UBERON_0005184) 					
7		0		BSPO_0000061 and (BFO_0000050 some UBERON_0011901) 					
7		0		BSPO_0000061 and (BFO_0000050 some UBERON_0011931) 					
7		0		UBERON_0000329 					
7		0		UBERON_0002073 					
7		0		UBERON_0002074 					
7		0		UBERON_0005184 					
7		0		UBERON_0011901 					
7		0		UBERON_0011931 					
7		0		UBERON_0010166 		PATO_0000467 			
7		0		UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526 		PATO_0000467 			
7		0		UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526 					
7		0		UBERON_0010166 		PATO_0000467 			
7		0		UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526 		PATO_0000467 			
7		0		UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526 					
112		0		UBERON_0002542 					
112		0		UBERON_0018313 		PATO_0000632 			
112		0		UBERON_0018313 					
112		1		UBERON_0002542 					
112		1		UBERON_0018313 		PATOTEMP_d6dbfefa-5751-495d-bc11-83bcad8e5e82 			
112		1		UBERON_0018313 					
58		1				PATO_0000467 			
58		1		UBERON_0004905 and (BFO_0000050 some UBERON_0001092) 		PATO_0000467 			
58		1		UBERON_0004905 and (BFO_0000050 some UBERON_0001693) 					
58		1		UBERON_0004905 and (BFO_0000050 some UBERON_0001092) 		PATO_0000070 			
58		1		UBERON_0004905 and (BFO_0000050 some UBERON_0001693) 					
58		0				PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
58		0		UBERON_0004905 and (BFO_0000050 some UBERON_0001092) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
58		0		UBERON_0004905 and (BFO_0000050 some UBERON_0001693) 					
58		0		UBERON_0004905 and (BFO_0000050 some UBERON_0001092) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000070) 			
58		0		UBERON_0004905 and (BFO_0000050 some UBERON_0001693) 					
141		1		UBERON_0001018 		PATO_0000467 			
141		1		UBERON_0018343 		PATO_0000467 			
141		1		UBERON_0018343 					
141		0		UBERON_0001018 		PATO_0000467 			
141		0		UBERON_0018343 		PATO_0000467 			
141		0		UBERON_0018343 					
95		1		UBERON_0018279 		PATO_0000070 			
95		1		UBERON_0018279 					
95		0		UBERON_0018279 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000070) 			
95		0		UBERON_0018279 					
161		1				PATO_0000574 			
161		0				PATO_0000070 			
190		0		UBERON_0018310 		PATO_0000462 			
190		0		UBERON_0018310 					
190		1		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 		PATO_0000587 			
190		1		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 					
190		1		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 					
190		1		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 					
190		1		UBERON_0018310 		PATO_0000052 			
190		1		UBERON_0018310 		PATO_0001201 			
190		2		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 		PATO_0000467 			
190		2		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 					
190		2		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 					
190		2		UBERON_0018310 and (BFO_0000053 some PATO_0002253) and UBERON_0018310 and (BFO_0000053 some PATO_0000586) 					
73		1		UBERON_0004743 		PATO_0000467 			
73		1		BSPO_0000072 		PATO_0000467 			
73		0		UBERON_0004743 		PATO_0000462 			
73		0		BSPO_0000072 		PATO_0000462 			
94		0		UBERON_0011678 		PATO_0000586 			
94		0		UBERON_3010069 					
94		0		UBERON_0001062 and (BFO_0000050 some UBERON_0002398) 					
94		2		UBERON_0011678 					
94		2		UBERON_3010069 					
94		1		UBERON_0011678 		PATO_0000587 			
94		1		UBERON_3010069 					
94		1		UBERON_0001062 and (BFO_0000050 some UBERON_0002398) 					
76		0		UBERON_0000165 and (BFO_0000053 some PATO_0000467) 		PATO_0001961 		UBERON_2000610 	
76		0						UBERONTEMP_f5082db7-70f4-44be-a15b-329301005f0c 	
76		0		UBERON_0000165 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
76		1		UBERON_0000165 and (BFO_0000053 some PATO_0000467) 		PATO_0001961 		UBERON_2000610 	
76		1						UBERONTEMP_f5082db7-70f4-44be-a15b-329301005f0c 	
76		1		UBERON_0000165 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
107		1		UBERON_0018349 		PATO_0000411 			
107		1		UBERON_0018349 		PATO_0002397 			
107		0		UBERON_0018349 		PATO_0001784 			
107		0		UBERON_0018349 		PATO_0001786 			
75		1		UBERON_4100100 		PATO_0000462 			
75		1		UBERON_4100100 					
75		1		UBERON_0004745 		PATO_0000599 			
75		0		UBERON_4100100 		PATO_0000467 			
75		0		UBERON_4100100 					
75		0		UBERON_0004745 		PATO_0000599 			
6		2		UBERON_3000003 		PATO_0001505 		UBERON_0001681 	
6		2		UBERON_3000003 		PATO_0001961 		UBERON_0001870 	
6		2		BSPO_0000072 and (BFO_0000050 some UBERON_2000106) and (BFO_0000053 some PATO_0001716) 		PATO_0000467 			
6		0		UBERON_0001681 		PATO_0000467 			
6		0		UBERON_3000003 		PATO_0000467 			
6		0		UBERON_3000003 		PATO_0000462 			
6		0		UBERON_3000003 					
6		0							
6		3		UBERON_3000003 		PATO_0000467 			
6		4		UBERON_3000003 		PATO_0000070 			
6		1		UBERON_3000003 		PATO_0001505 		UBERON_0001681 	
6		1				PATO_0001505 		UBERON_2001840 	
