Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 		BFO_0000050 		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_2001734 and (BSPO_0000120 some UBERON_0000468) and (BSPO_0000096 some (UBERON_2001999 and (BSPO_0000121 some UBERON_0000468))) and (BSPO_0000096 some (UBERON_2001734 and (BSPO_0000121 some UBERON_0000468))) 		PATO_0000070 			
2		1		UBERON_2001734 and (BSPO_0000120 some UBERON_0000468) and (BSPO_0000096 some (UBERON_2001999 and (BSPO_0000121 some UBERON_0000468))) and (BSPO_0000096 some (UBERON_2001734 and (BSPO_0000121 some UBERON_0000468))) 		PATO_0000070 			
2		1		UBERON_2001999 and (BSPO_0000120 some UBERON_0000468) and (BSPO_0000096 some (UBERON_2001999 and (BSPO_0000121 some UBERON_0000468))) and (BSPO_0000096 some (UBERON_2001734 and (BSPO_0000121 some UBERON_0000468))) 		PATO_0001555 			
2		1		UBERON_2001999 and (BSPO_0000120 some UBERON_0000468) and (BSPO_0000096 some (UBERON_2001999 and (BSPO_0000121 some UBERON_0000468))) and (BSPO_0000096 some (UBERON_2001734 and (BSPO_0000121 some UBERON_0000468))) 		PATO_0001555 			
2		1		UBERON_0003113 and (BFO_0000053 some PATO_0001369) 		PATO_0000070 			
2		1				PATO_0000070 			
2		1				PATO_0001555 			
2		1				PATO_0001555 			
2		1		BSPO_0000379 and (BFO_0000053 some PATO_0001369) 		PATO_0000070 			
2		1				PATO_0000070 			
2		1				PATO_0001555 			
2		1				PATO_0001555 			
2		0		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 		PATO_0000070 			
2		0		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		0		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		0		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
142		2		UBERON_0018330 		PATO_0000573 			
142		2		UBERON_0018330 		PATO_0000574 			
142		1		UBERON_0018330 		PATO_0000462 			
142		0		UBERON_0018330 		PATO_0000574 			
142		0		UBERON_0018330 		PATO_0000574 			
103		1		UBERON_0001649 and (BFO_0000050 some UBERON_0018339) 					
67		0		UBERON_0002244 		PATO_0000462 			
67		0		UBERON_0000062 and (BFO_0000053 some null) 		PATO_0000462 			
67		0		UBERON_0002244 		PATO_0000467 			
67		0		UBERON_0002244 and (BFO_0000050 some UBERON_0002534) 		PATO_0000467 			
67		1		UBERON_0002244 		PATO_0000467 			
67		1		UBERON_0000062 and (BFO_0000053 some null) 		PATO_0000467 			
17		1		UBERON_4200135 and (BSPO_0000120 some UBERON_0000468) 		PATO_0000467 			
17		0		UBERON_4200135 and (BSPO_0000120 some UBERON_0000468) 		PATO_0000462 			
176		1		BSPO_0000001 and (BFO_0000050 some UBERON_4300006) 		PATO_0000070 			
176		1		UBERONTEMP_015ccec7-d8bf-4040-aeb9-92d828def752 and (BFO_0000050 some UBERON_4300006) 		PATO_0000070 			
176		0		BSPO_0000001 and (BFO_0000050 some UBERON_4300006) 		PATO_0000070 			
176		0		UBERONTEMP_015ccec7-d8bf-4040-aeb9-92d828def752 and (BFO_0000050 some UBERON_4300006) 		PATO_0000070 			
37		1		UBERON_0018312 		PATO_0000467 			
37		1		UBERON_0018312 		PATO_0000467 			
37		1		UBERON_0018312 		PATO_0000467 			
37		1		UBERON_0002542 		PATO_0000467 			
37		0		UBERON_0018312 		PATO_0000467 			
37		0		UBERON_0018312 		PATO_0000467 			
37		0		UBERON_0018312 		PATO_0000467 			
37		0		UBERON_0018312 					
36		0		UBERON_0006844 and (BFO_0000050 some UBERON_0018283) 		PATOTEMP_e3db5ce9-cd00-46fd-ac2a-4e826fc6e84a 			
36		1		UBERON_0006844 and (BFO_0000050 some UBERON_0018283) 		PATO_0002281 			
36		1		UBERON_0006844 and (BFO_0000050 some UBERON_0018283) 		PATOTEMP_36446e65-e986-4e46-8d62-bc7830f6d407 			
79		1		UBERON_0009125 		PATO_0000467 			
79		1		UBERON_0001059 		PATO_0000467 			
79		1		UBERON_0001166 					
79		1		UBERON_3000393 					
79		1		UBERON_3000395 					
79		1		UBERON_3000654 					
79		1		UBERON_3000667 					
79		1		UBERON_3000752 					
79		1		UBERON_3000822 					
79		1		UBERON_3010538 					
79		1		UBERON_3010780 					
79		1		UBERON_3010781 					
79		1		UBERON_3010786 					
79		1		UBERON_3010787 					
79		1		UBERON_0001062 and (BFO_0000050 some UBERON_0001688) 		PATO_0000467 			
79		1		UBERON_0001688 					
79		0		UBERON_0009125 		PATO_0000462 			
79		0		UBERON_0001059 		PATO_0000462 			
79		0		UBERON_0001166 					
79		0		UBERON_3000393 					
79		0		UBERON_3000395 					
79		0		UBERON_3000654 					
79		0		UBERON_3000667 					
79		0		UBERON_3000752 					
79		0		UBERON_3000822 					
79		0		UBERON_3010538 					
79		0		UBERON_3010780 					
79		0		UBERON_3010781 					
79		0		UBERON_3010786 					
79		0		UBERON_3010787 					
79		0		UBERON_0001062 and (BFO_0000050 some UBERON_0001688) 		PATO_0000462 			
79		0		UBERON_0001688 					
40		1		UBERON_0001681 		PATO_0002180 			
40		1		BSPO_0000071 and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 		PATO_0002180 			
40		2		UBERON_0001681 		PATO_0000467 			
40		2		BSPO_0000071 and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 		PATO_0000467 			
40		0		UBERON_0001681 		PATO_0000467 			
40		0		BSPO_0000071 and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 		PATO_0000467 			
143		1		UBERON_0000161 and (BFO_0000050 some UBERON_0002244) 		PATO_0000467 			
143		1		UBERON_0000161 and (BFO_0000050 some UBERON_0004529) 					
143		1		UBERON_0005744 and (BFO_0000050 some UBERON_0002244) 					
143		1		UBERON_0005744 and (BFO_0000050 some UBERON_0004529) 					
143		0		UBERON_0000161 and (BFO_0000050 some UBERON_0002244) 		PATO_0000462 			
143		0		UBERON_0000161 and (BFO_0000050 some UBERON_0004529) 					
143		0		UBERON_0005744 and (BFO_0000050 some UBERON_0002244) 					
143		0		UBERON_0005744 and (BFO_0000050 some UBERON_0004529) 					
10		0		UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259 		BSPO_0000099 		UBERON_0003155 	
10		0						UBERON_0006054 	
10		1		UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259 		PATO_0002443 		UBERON_0003155 	
10		1						UBERON_0006054 	
10		2		UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259 		BSPO_0000096 		UBERON_0003155 	
10		2						UBERON_0006054 	
47		0		UBERON_3000543 		PATO_0000467 			
47		1		UBERON_3000543 		PATO_0000467 			
47		1		UBERON_0001474 and (BFO_0000053 some PATO_0000396) 		PATO_0000025 			
27		0		UBERON_0002228 					
27		1		UBERON_0002228 					
125		2		UBERON_0018299 and (BFO_0000050 some UBERON_0001091) 					
125		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
125		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
125		1		UBERON_0009678 and (BFO_0000050 some UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6) 		PATO_0000117 			
125		1		UBERON_0006726 and (BFO_0000050 some UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6) 					
125		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 					
125		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0006726) 					
125		1		UBERON_0009678 and (BFO_0000050 some UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6) 		PATO_0000070 			
125		1		UBERON_0006726 and (BFO_0000050 some UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6) 					
125		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 					
125		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0006726) 					
125		1		UBERON_0001091 		PATO_0000574 			
125		1		UBERON_0001091 		PATO_0000573 			
125		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
125		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000053 some (PATO_0000467 and (BFO_0000050 some UBERON_0001091))) 					
125		0		UBERON_0001091 and (BFO_0000053 some null) 		PATO_0000117 			
45		1		UBERON_0010516 		PATO_0000467 			
45		0		UBERON_0010516 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
99		1		UBERON_0013190 		PATO_0000467 			
99		1		UBERON_0018356 		PATO_0000467 			
99		1		null and (BFO_0000050 some UBERON_0000062) 					
99		0		UBERON_0013190 		PATO_0000462 			
99		0		UBERON_0018356 		PATO_0000462 			
99		0		null and (BFO_0000050 some UBERON_0000062) 					
128		0							
128		1							
42		1		BSPO_0000400 		PATO_0000411 			
42		2		BSPO_0000400 		PATO_0001485 			
42		0		BSPO_0000400 		PATO_0001485 			
175		1		UBERON_3000365 		PATO_0000586 		BSPO_0000026 	
175		1		UBERON_0001062 and (BFO_0000050 some UBERON_0004752) 		PATO_0001602 			
175		0		UBERON_3000365 		PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0000586)		BSPO_0000026 	
175		0		UBERON_0001062 and (BFO_0000050 some UBERON_0004752) 		PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0001602) 			
101		1		UBERON_0000151 and (BFO_0000050 some UBERON_0010362) 		PATO_0000467 			
101		1		UBERON_0010362 and (BFO_0000050 some UBERON_0000151) 					
101		0		UBERON_0000151 and (BFO_0000050 some UBERON_0010362) 		PATO_0000462 			
101		0		UBERON_0010362 and (BFO_0000050 some UBERON_0000151) 					
46		1		UBERON_0018309 		PATO_0001772 		UBERON_0000914 	
46		1				PATO_0001772 		UBERON_0018317 	
46		1				PATO_0000467 			
46		0		UBERON_0018309 		PATO_0000140 and (PHENOSCAPE_complement_of some PATO_0001772) 		UBERON_0000914 	
46		0		UBERON_0018309 		PATO_0000140 and (PHENOSCAPE_complement_of some PATO_0001772) 		UBERON_0018317 	
46		0				PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
184		1		UBERON_0004742 		PATO_0001857 			
184		1		UBERON_0000468 		PATO_0001857 			
184		1		null and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 		PATO_0001857 			
184		0		UBERON_0004742 		PATO_0002180 			
184		0		UBERON_0000468 		PATO_0002180 			
184		0		null and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 		PATO_0002180 			
184		2		UBERON_0004742 		PATO_0001355 			
184		2		UBERON_0000468 		PATO_0001355 			
184		2		null and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 		PATO_0001355 			
184		3		UBERON_0004742 					
184		3		UBERON_0000468 					
184		3		null and (BFO_0000050 some BSPO_0000006) and (BFO_0000053 some PATO_0000052) 					
146		1		UBERON_2000356 		PATO_0000467 			
146		1		UBERON_2000356 and (BFO_0000050 some UBERON_0003114) 					
146		1		UBERON_0003114 		PATO_0000467 			
146		1		BSPO_0000083 and (BFO_0000050 some UBERON_0004529) 		PATO_0000467 			
146		1		UBERON_0003114 		PATO_0001645 		BSPO_0000083 and (BFO_0000050 some UBERON_0004529) 	
146		0		UBERON_2000356 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
146		0		UBERON_2000356 and (BFO_0000050 some UBERON_0003114) 					
146		0		UBERON_0003114 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
146		0		BSPO_0000083 and (BFO_0000050 some UBERON_0004529) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
146		0		UBERON_0003114 		PATO_0000140 and (PHENOSCAPE_complement_of some PATO_0001645) 		BSPO_0000083 and (BFO_0000050 some UBERON_0004529) 	
148		2				PATO_0000070 			
148		0				PATO_0000070 			
148		1				PATO_0000467 			
148		1		NCBITaxon_1 and (BFO_0000053 some null) 		PATO_0000070 			
148		1				PATO_0000070 			
148		1				PATO_0001555 			
148		1				PATO_0001555 			
162		1		UBERON_3001003 and (BFO_0000050 some UBERON_0003101) 		PATO_0000467 			
162		1		UBERON_0001062 and (BFO_0000050 some UBERON_0003101) 					
162		0		UBERON_3001003 and (BFO_0000050 some UBERON_0003101) 		PATO_0000462 			
162		0		UBERON_0001062 and (BFO_0000050 some UBERON_0003101) 					
104		1		UBERON_3000543 		PATO_0000599 			
104		1		UBERON_3000543 		PATO_0001857 			
104		0		UBERON_3000543 		PATO_0000462 			
104		0		UBERON_3000543 		PATO_0000587 			
104		0		UBERON_3000543 		PATO_0000599 			
152		0							
152		1							
196		0		UBERON_0002397 and (BSPO_0000120 some UBERON_0000468) 		PATO_0001505 		UBERON_0002397 and (BSPO_0000121 some UBERON_0000468) 	
196		2				PATO_0001961 			
196		2		UBERON_0002397 		PATO_0000467 			
196		1		UBERON_3000329 and (BFO_0000050 some UBERON_0002397) 		PATO_0000467 			
